Unnamed: 0,GEOID,Pickup,MedianIncome,Median Age,Population_Density, Employment_Density,Percent_Zero_Car_Ownership,LandUse_Diversity,Distance_from_transit, Trip miles,Trip seconds
210,17031171000,139,95865,41.6,22.50811379,2.305078959,0.152978268,0.303613653,272.9183333,5.704347826,1255.652174
211,17031171100,79,99293,36.9,23.98252187,1.116346063,0.173506515,0.152205985,229.3333333,6.461904762,1199.18254
212,17031180100,174,76250,37.6,24.67029992,2.117386897,0.05937396,0.263708572,252.934,6.145794393,1147.336449
213,17031190100,380,56597,35.4,33.35886238,55.37622358,0.113548313,5.218335344,264.2,6.916666667,1265.952381
214,17031190200,330,66313,30.8,34.48405696,2.402764727,0.212898346,0.273140475,245.76,6.783168317,1263.227723
215,17031190300,339,72593,43,33.92033222,2.538559468,0.190066858,0.263410722,257.4925,7.633333333,1410.388889
216,17031190401,90,67000,36.4,25.88721788,1.321255818,0.065941197,0.180679375,228.66,5.543589744,1135.217949
217,17031190402,321,62825,36.4,34.47699727,2.240472856,0.075467944,0.227060688,254.14,6.113888889,1142.055556
218,17031190601,109,53375,35.6,44.67329746,0.532719022,0.05124949,0.051435362,231.57,6.017586885,1115.659164
219,17031190602,223,54179,36.5,40.98209285,3.549712318,0.044050031,0.47221072,236.4833333,5.85620915,1122.836601
220,17031190701,89,49531,35.5,42.42703435,2.226548728,0.095694186,0.194254817,202.51,5.04,1126.3
221,17031190702,222,45625,35.2,52.28185379,2.234748803,0.060958806,0.145654607,246.7666667,4.97,1083.52
222,17031190800,410,59471,35.2,44.5760926,2.295667825,0.089413097,0.235236021,266.884,5.482894737,1112.79386
223,17031190900,40,66786,29.5,32.63156698,3.009770073,0.065151515,0.327731092,329.92,6.231578947,1273.131579
224,17031191000,116,60250,38.1,25.1079747,6.202706148,0.074995904,0.895656821,227.99,6.292727273,1170.181818
225,17031191100,603,51590,30.9,38.00828503,3.373729243,0.08704942,0.389783551,214.5783333,7.056060606,1197.530303
226,17031191200,156,46742,33.6,39.00026949,4.31140717,0.13745401,0.766377204,248.105,6.606849315,1213.205479
227,17031191301,142,67604,35.6,37.00563231,3.427815411,0.271411339,0.461704823,210.5566667,5.258041958,1112.454545
228,17031191302,209,55308,33.4,34.65682196,3.389356917,0.139403114,0.370917883,219.945,5.087237569,973.3030387
229,17031200100,171,72857,37.1,26.88659603,1.666741156,0.145171711,0.192874513,402.7833333,7.493939394,1241.363636
230,17031200200,455,56368,39,26.16518235,7.076006928,0.034821072,0.877076314,254.4775,5.534831461,1131.955056
231,17031200300,104,72667,33.3,32.28021126,3.066928136,0.086843297,0.367520162,199.155,5.168521463,891.4833068
232,17031200401,132,46618,34.7,38.06741275,10.68756367,0.127874808,0.904027698,412.395,5.932926829,1124.45122
233,17031200402,272,52188,31.9,47.56968967,3.081527485,0.091674763,0.301839746,318.74,6.079166667,1017.920833
234,17031210100,2014,95682,33.2,22.14487519,11.76484551,0.148571297,1.80824869,206.0833333,5.819391635,1011.098859
235,17031210400,302,52639,33.3,28.14576703,5.617593688,0.16860927,0.881208685,308.455,5.177700142,891.3901442
236,17031210501,775,46369,34.8,40.68458085,10.15775056,0.143935699,0.701967593,288.34,5.878595318,950.0602007
237,17031210502,736,63512,31.6,52.8060267,4.855698733,0.155462185,0.354783477,246.7666667,5.41968254,833.8095238
238,17031210601,407,78229,37.4,38.66789615,2.754538207,0.136196776,0.277706829,244.53,7.303125,1102.5625
239,17031210602,901,78684,33,43.71361656,5.340143878,0.074785522,0.35035608,159.1433333,5.059259259,906.8809524
240,17031210700,1060,74750,30.7,35.65440104,3.766030763,0.181750644,0.293481458,341.9866667,4.214906832,817.9254658
241,17031210800,74,58929,30.8,26.84408595,9.27205197,0.270029767,0.96875,218.6,4.723300971,853.723301
242,17031210900,1215,88194,32.8,27.28275093,3.923410545,0.165262157,0.421749703,210.555,4.82845953,849.7362924
243,17031220300,592,128417,34.7,28.53675917,1.64470035,0.147931842,0.135513655,266.21,4.18490566,881.3018868
244,17031220400,747,125522,33.7,32.79290312,4.465176164,0.188782125,0.330567356,234.025,5.003322949,941.4984424
245,17031220500,1444,117609,33,31.43242449,10.18746095,0.157915516,0.696138286,319.6333333,5.808421053,1130.305263
246,17031220601,209,98214,32.9,37.30656685,4.563953937,0.172012414,0.32016066,261.52,6.076146789,1059.43578
247,17031220602,3245,55833,32.6,42.81727063,5.015454186,0.079517392,0.212761271,155.032,5.588235294,1146.25
248,17031220701,358,72500,31,50.34308385,4.303693358,0.167312913,0.28988297,282.08,4.955367232,976.5141243
249,17031220702,750,66174,31.2,38.10519319,5.06067418,0.192772645,0.683869865,293.37,4.867752443,928.8827362
250,17031220901,212,48477,29,46.81103717,1.125294091,0.227091316,0.111048189,347.35,5.264107884,961.6224066
251,17031220902,452,58636,31.1,35.8701657,5.219739966,0.214449512,0.457704363,308.46,5.110204082,915.2959184
252,17031221000,928,51989,30.9,51.01340338,3.365355668,0.14728606,0.18113318,259.505,4.847377088,881.5138268
253,17031221100,1616,73600,33.5,49.50737306,3.239201224,0.27475891,0.1941122,164.9566667,4.565068493,878.4452055
254,17031221200,780,120863,31.7,40.07895359,5.05649797,0.175671436,0.305152092,221.285,4.299250936,839.4157303
255,17031221300,2300,65625,31.3,34.53678421,11.27757195,0.098958333,0.71283098,237.8266667,4.391743119,818.9296636
256,17031221400,3478,138594,31.7,33.87828628,8.658912445,0.168691749,0.528540574,306.67,4.383431953,802.591716
257,17031221500,1014,71439,35.4,37.17007327,6.905513111,0.121976058,0.40115305,287.67,4.81641791,1013.059701
258,17031221600,1208,188864,31.8,40.99962465,29.69157243,0.130129671,1.600427351,343.325,5.470175439,1046.578947
259,17031222200,1266,228125,32.1,39.89221039,7.781439433,0.252081039,0.473319295,97.23,5.529347826,1008.5
260,17031222500,264,74792,31.9,44.67244086,2.274512149,0.218874203,0.168880455,207.87,4.109090909,966.6363636
261,17031222600,177,87188,32.1,40.142164,2.143637493,0.278201465,0.121037464,261.52,5.014285714,948.4285714
262,17031222700,323,74000,30.9,46.45467406,4.676883101,0.111427248,0.361445783,142.16,7.681818182,1068.113636
263,17031222800,43,47031,33,37.00421802,2.523014865,0.119547492,0.180821918,278.95,5.293939394,1049
264,17031222900,24,55375,27.9,19.87853102,3.763870288,0.276538259,0.601208459,270.91,5.25,1030.833333
265,17031230100,147,61250,31.1,44.71311081,0.89725306,0.198037018,0.057692308,227.99,6.725714286,1080.257143
266,17031230200,182,61406,34.8,40.65921279,3.311010814,0.236205955,0.286415712,202.51,4.641666667,1000.166667
267,17031230400,71,54625,34.5,25.59576612,1.905951032,0.275699268,0.223386864,253.475,5.436526946,1028.479042
268,17031230500,268,33672,37.5,31.60769536,4.813530594,0.206211298,0.698689559,261.52,1.5,465.6666667
269,17031230600,1520,42902,28,38.38795783,3.668471975,0.340070127,0.53382233,229.78,4.737384899,948.3112339
270,17031230700,975,44798,29.6,37.04231924,2.226541893,0.272406229,0.22435995,216.9275,6.876190476,1120.333333
271,17031230800,11,59539,34.7,28.21336279,3.662787449,0.256692464,0.518207283,378.2,5.328313415,963.5150935
272,17031230900,1509,56667,34,45.46600666,2.205106778,0.155000181,0.15377546,211.0066667,6.472272144,1020.522465
273,17031231200,1364,36330,32.5,42.43054533,3.181068417,0.152356167,0.281993757,261.52,3.815728155,738.5902913
274,17031231500,2037,41722,38.7,23.74045888,5.306219784,0.14800759,0.64418019,312.0333333,4.610666667,892.1748148
275,17031240200,537,199464,35.5,43.53739042,4.112306834,0.185878963,0.194723618,277.61,5.235365854,928.1341463
276,17031240300,2026,167083,32,30.76132378,22.58362206,0.174698795,1.535283993,219.94,4.63,805.4333333
277,17031240500,2819,209917,31.9,40.23692752,15.44160871,0.257534247,0.677570093,295.05,5.602040816,912.5714286
278,17031240600,248,138333,31.6,38.83240799,5.595373529,0.066465257,0.354575163,232.01,4.629411765,885.3529412
279,17031240700,145,96324,33.4,43.83618677,17.31429295,0.193910256,1.034379671,264.2,4.366115702,916.2644628
280,17031240800,175,64531,34.8,36.44163179,3.148924291,0.265139116,0.230952776,205.865,4.984173913,911.8417391
281,17031240900,558,43098,35.3,13.39800953,25.91533093,0.204778157,3.655804481,164.96,4.996358543,941.5098039
282,17031241000,669,62011,32.3,40.94152173,14.05535089,0.131132809,1.166687753,293.035,4.580838323,889.0179641
283,17031241100,1969,66667,30.4,49.19297793,2.400066123,0.295498393,0.127391488,219.275,4.40077233,816.2971793
284,17031241200,1159,163214,32.5,29.10214181,9.56001807,0.203341714,0.807893111,270.905,4.049299835,754.3364909
285,17031241300,710,183750,31.4,51.54652181,7.251041824,0.19409667,0.388375165,441.23,4.177434842,737.3463649
286,17031241400,10540,189896,30.8,42.62880786,21.83474348,0.025210084,1.070769121,199.825,4.33113577,735.3825065
287,17031241500,8794,176250,31.8,39.83469795,21.67253664,0.260270621,1.509984116,199.38,3.837240933,705.1612694
288,17031241600,5213,119500,29.3,51.70017009,6.850442886,0.316939891,0.279541334,338.63,4.609029926,797.5697257
289,17031242000,5461,131853,30.6,65.90858848,16.3193393,0.304276818,0.623512019,208.32,4.261,794.7985714
290,17031242100,5788,156607,33.2,50.04275505,7.139326055,0.416354528,0.341133219,272.2466667,4.784749035,886.0019305
291,17031242200,4643,158906,32.2,42.25630132,9.695052342,0.271356784,0.45683558,222.625,4.438326848,828.2081712
292,17031242300,2526,128833,33.1,40.74301807,7.077617705,0.225473322,0.395609152,205.86,4.665341488,889.6921509
293,17031242400,1843,151625,31.8,35.31097023,32.64977518,0.089563863,2.027009584,234.695,4.683157895,879.3473684
294,17031242500,1667,89176,32.3,43.80819809,5.990088062,0.181372549,0.290183179,261.52,4.98559322,881.9661017
295,17031242600,2982,60735,33.6,48.74332175,7.888787951,0.231689088,0.403201566,231.3425,4.847552448,853.3286713
296,17031242700,264,51146,34.2,38.47054465,3.065657543,0.269668909,0.178763441,240.06,3.766402116,748.6772487
297,17031242800,372,103333,34.9,15.53644723,6.045310205,0.291242363,1.020408163,328.57,4.288315217,800.8152174
298,17031242900,460,135156,34.8,20.15633781,9.486024812,0.193256579,1.171945393,158.255,3.961666667,707.6708333
299,17031243000,1238,103906,36.8,29.88761294,19.79746242,0.288205858,1.335288994,337.29,3.931811487,702.6863034
300,17031243100,1312,145625,33.3,30.16142997,11.99884419,0.251587118,1.696231806,142.16,3.913423517,688.3152966
301,17031243200,1804,173966,34.2,29.7206882,12.10635566,0.114927345,1.33463021,187.755,3.409751098,636.6491947
302,17031243300,2529,120078,31.6,37.04253827,100.4546319,0.266100606,8.990006632,251.46,6.980952381,1197.984127
303,17031243400,3335,104750,36.6,32.23198552,12.59482293,0.183967986,0.924263881,208.77,6.766210046,1164.100457
304,17031243500,12002,182543,31.7,21.72029488,29.83607883,0.201136792,3.260007974,171.66,6.694634146,1176.270732
305,17031250200,178,65329,33.7,24.60464475,1.871007965,0.231651359,0.330979673,292.36,6.654545455,1158.933884
306,17031250300,542,35278,30.5,37.81375822,0.984656461,0.199146854,0.108632303,324.8875,6.429302326,1108.493023
307,17031250400,1168,49647,34.9,20.9972171,1.663810401,0.192377359,0.300965391,210.824,6.119767442,1126.206977
308,17031250500,362,115074,41.1,14.94097908,2.903774693,0.104904086,0.572099149,396.2057143,5.193814433,1027.190722
309,17031250600,523,62188,37.3,25.73945405,1.024635529,0.15269753,0.126750113,270.905,4.796666667,962
310,17031250700,1055,44929,40,34.02565509,0.372969624,0.298280014,0.032762933,248.644,6.002768166,1060.152249
311,17031250800,463,45492,36,23.07391849,5.230086703,0.27459732,1.23070306,244.08,6.553888889,1061.438889
312,17031251000,92,29276,32,8.320002515,3.562001077,0.396505376,1.205278592,127.41,6.46975089,1084.86121
313,17031251100,823,30805,37.2,35.98151901,0.611073378,0.153061224,0.043947369,231.68,6.689285714,1018.607143
314,17031251200,448,51419,38.1,28.71629233,1.674214785,0.147508533,0.257004224,231.0075,6.024054153,972.7483362
315,17031251300,766,37067,38.1,24.74196019,0.789254164,0.166626955,0.10065108,199.56,5.484574468,1037.005319
316,17031251400,931,57952,53.6,24.27905266,0.915132708,0.131589078,0.087384072,218.6,7.908695652,1179.173913
317,17031251500,881,37679,33.4,26.73712248,0.470036255,0.120645587,0.057234594,258.5025,6.517647059,965.725
318,17031251600,536,26781,26.9,35.05167777,3.470461259,0.191923077,0.456092055,263.3066667,6.427023499,978.9882507
319,17031251700,48,57898,39.1,11.08978976,0.792723873,0.240466476,0.259562842,96.56,6.716436252,980.8709677
320,17031251800,1991,27091,32.2,23.82281399,3.833562438,0.213657567,0.764755526,253.74,5.747945205,945.260274
321,17031251900,1984,21463,33.2,27.42617321,1.768006614,0.244406153,0.168048817,291.025,6.031153389,870.4601665
322,17031252000,1845,26222,36.5,34.59988335,5.685846916,0.268260962,0.318787183,226.65,5.79338843,908.4628099
323,17031252101,199,28421,55,17.24968544,1.222524435,0.158066067,0.150413223,339.3,6.420466786,936.4847397
324,17031252102,2212,49542,31.1,44.10523127,1.060920673,0.103833264,0.11470938,203.85,4.676335878,859.3740458
325,17031252201,662,38984,49.8,31.00370626,5.089367136,0.161992026,0.563787382,180.1566667,4.86875,851.2916667
326,17031252202,1578,28300,37.9,32.14368531,4.047508788,0.264024851,0.450935038,195.538,5.705714286,899.0857143
327,17031260100,234,31250,42.1,14.34985341,2.337757747,0.207394541,0.354048964,442.57,5.703125,844.75
328,17031260200,148,38056,36.4,13.27603343,6.358062871,0.284457478,1.622222222,346.01,6.606481481,897.6481481
329,17031260300,181,37784,27.5,17.79468369,2.46387928,0.418681062,0.368715084,364.78,6.717647059,905.6386555
331,17031260500,211,32109,36.1,20.53726682,2.88936445,0.32424904,0.438181818,0,5.48996139,855.2432432
332,17031260600,297,28315,25.5,26.25507641,0.662520774,0.436356639,0.099980035,164.29,5.733333333,902.0384615
333,17031260700,336,28875,41.1,22.55796558,1.322725647,0.495056963,0.210282568,171.665,5.106451613,822.3709677
334,17031260800,601,24153,31.1,32.83313393,1.093258495,0.272785317,0.107583289,199.825,5.82716763,836.8843931
335,17031260900,234,42208,31.2,26.15204612,2.71247468,0.226775956,0.381633571,337.96,5.819912303,859.7945576
336,17031261000,324,35058,34.4,19.45478106,1.117295902,0.402429791,0.172525427,111.985,6.5,1083.975
337,17031270500,467,32083,34.6,19.46290802,0.632083616,0.53149329,0.079470199,140.82,6.227819549,855.3458647
338,17031271200,101,33565,32.6,16.07124365,2.443134427,0.55922036,0.496124031,245.42,5.439215686,834.0588235
340,17031271400,286,25391,34.2,14.65337617,6.396217186,0.292365481,1.150776053,92.54,4.14228013,671.1197068
341,17031271500,108,46917,31.3,40.47453209,1.870357306,0.361035017,0.15560166,206.53,4.659183673,826.8707483
342,17031271800,96,20104,35.3,16.5680515,3.17176729,0.386209223,0.73853211,257.5,4.355952381,698.7142857
343,17031280100,21498,195677,32.5,45.49380781,187.0879762,0.687382298,11.5004624,120.7,4.547391304,758.9434783
344,17031280400,401,26625,35.4,14.18300979,22.51552805,0.396825397,4.759795571,417.09,5.347131148,784.3980756
345,17031280800,187,31429,53.3,15.51710877,0.681494642,0.422718808,0.108938547,126.07,5.247826087,827.1086957
346,17031280900,594,17458,30.5,34.96867229,0.95272871,0.325268817,0.071428571,252.13,4.728070175,763.4210526
347,17031281900,17721,142569,31.5,157.2812599,272.8307063,0.516363636,8.602189944,226.2033333,5.080103359,786.9870801
348,17031282700,1255,59009,31.3,19.96143733,4.604976465,0.339113571,0.739106984,192.45,4.865546218,829.4117647
349,17031282800,344,76488,27.2,40.37104063,5.904264692,0.53988341,0.352941176,215.92,4.821794872,851.7788462
350,17031283100,1240,53967,28.8,61.97091456,7.925525911,0.571682868,0.357718925,224.64,6.277589852,936.6448203
351,17031283200,383,92500,29.1,30.61214091,1.78827205,0.212983464,0.141552511,41.57,5.509465021,889.6995885
352,17031283800,866,125833,33.5,33.35052544,2.3782363,0.2819534,0.215637568,255.48,5.066666667,1009.833333
353,17031290900,1235,30056,33.2,17.06632081,1.098027379,0.680463576,0.258273469,263.865,5.595927602,973.2624434
354,17031291200,575,17857,26.6,31.94923884,1.012392661,0.480620155,0.089344018,152.885,5.804697987,964.704698
355,17031292200,577,38212,35.9,27.36903616,0.357135826,0.435616438,0.037343611,333.94,6.268,1056.56
356,17031292400,407,41875,37.9,26.46055022,11.16153307,0.394678492,1.504882424,282.98,6.737777778,1093.533333
357,17031292500,783,44732,33,24.77129634,3.833576112,0.360995851,2.112937069,285.32,6.735294118,1117.376471
358,17031300500,65,36184,36.4,39.59209728,5.254526522,0.665137615,0.390524756,291.695,5.710714286,1027.714286
359,17031300600,180,44931,32.6,40.0743859,3.967561338,0.353720366,0.420925249,112.655,5.558461538,1037.676923
360,17031300700,190,37730,31.6,56.84835389,2.222522457,0.352640545,0.144128206,218.1566667,5.2,954.3529412
361,17031300800,109,30313,27.1,50.5554458,2.075122307,0.51396648,0.139803957,225.305,5.764179104,1023.462687
362,17031300900,187,31204,47.3,56.40010433,5.092201481,0.470899471,0.344452262,297.2833333,5.774380546,936.8398064
363,17031301100,45,37946,35.6,48.90777246,2.220156388,0.536690987,0.131928948,239.39,9.418181818,1173.454545
364,17031301200,407,33866,29.1,41.24859536,3.145987092,0.162771268,0.423656028,206.0866667,6.845454545,1032.181818
365,17031301600,68,29385,36.4,60.09003301,2.951556477,0.199095023,0.199777618,226.65,9.433333333,1239.866667
366,17031301701,77,39076,36.7,48.153189,3.853866729,0.457350723,0.307722324,159.1466667,7.92962963,1101.888889
367,17031301702,29,44706,30.6,54.66898474,1.222595814,0.280060883,0.090585658,168.9833333,5.912,880.56
368,17031301801,48,37816,29,35.29949953,0.488933689,0.266469712,0.102966883,417.085,4.352222222,749.4888889
369,17031301802,170,35846,30.9,42.30131358,5.197592786,0.386020781,0.457075772,265.0933333,5.537959184,870.5183673
370,17031301803,76,40844,31.9,61.193379,11.90282072,0.566509287,0.611292222,273.14,4.730136986,784.1780822
371,17031310200,349,74236,34.3,21.62642844,4.100997395,0.14,0.462312441,251.46,4.558947368,814.5473684
372,17031310300,735,53500,36.8,23.07303715,8.407645817,0.452578623,0.908713693,194.46,5.197202073,890.9606218
373,17031310400,185,97083,31.9,38.53778318,2.904202119,0.4527638,0.170498084,219.94,4.789393939,861.6818182
374,17031310500,307,35365,31.5,43.45438844,18.57348108,0.353708906,1.212523719,304.43,5.842021277,939.0132979
375,17031310600,3203,51597,32,36.29601938,9.908022061,0.244800085,0.730482316,158.2533333,5.66843318,889.4285714
376,17031310700,244,58371,38.4,36.92006207,3.262115073,0.21323176,0.24665392,248.11,4.767008614,763.4380579
377,17031310800,1211,62861,32,45.00892433,7.754952857,0.331341081,0.57914351,179.2633333,7.332927199,1005.932654
378,17031310900,1223,36996,31.8,54.93161971,9.070072916,0.248732181,0.550012218,247.2166667,4.735992403,790.9826686
379,17031320100,41613,181226,#N/A,88.34879698,323.0988481,0.255569469,8.958884479,183.7325,#N/A,#N/A
380,17031320400,9756,250000,21.7,32.03148283,366.1326453,0.293736397,52.02130682,99.24,5.233333333,958
381,17031320600,14010,178881,33.3,60.9612215,49.11798629,0.244761509,1.254481829,212.565,6.102468085,819.9995745
382,17031330100,29777,180539,#N/A,67.08887053,29.87490251,0.158378411,1.105838796,124.055,#N/A,#N/A
383,17031330200,1394,159583,40.4,37.68299341,1.292503454,0.253373113,0.156461109,232.685,7.536486486,965.527027
384,17031340400,28,53173,38.9,28.31171687,5.143783124,0.18277137,0.540263543,186.42,5.581504702,903.4545455
385,17031340500,180,24395,50.9,22.89362901,2.072729262,0.066520468,0.181924883,257.5,6.239506173,818.308642
386,17031340600,129,16114,23.9,11.40401957,22.88285463,0.179356713,4.979069767,261.52,5.547058824,724.7058824
387,17031350100,1019,79125,29.6,19.49194662,0.903955984,0.208616633,0.073567827,335.28,6.90483871,932.6935484
388,17031350400,195,19444,25,46.81773746,0.555975111,0.217397911,0.036474164,398.31,7.516883117,991.6883117
390,17031351100,885,11457,24.3,36.22712626,5.477885368,0.296934866,2.873691637,297.73,8.463636364,1015.818182
391,17031351400,257,16622,31.6,22.93573111,4.934430168,0.320683112,0.500633714,405.02,7.815,1028.333333
392,17031351500,63,13707,29.2,20.74040844,1.137432796,0.457110827,0.051446946,246.095,5.814035088,886.0175439
393,17031360200,148,36802,32.3,31.3732137,0.062621185,0.411089866,0.00456621,146.18,6.708695652,967.6459627
394,17031380100,197,49940,47.8,19.20118054,1.326556598,0.300986815,0.130228137,343.33,8.794444444,1259.388889
396,17031380500,21,22019,#N/A,21.34301278,0.640783293,0.434754067,0.078787879,166.3,#N/A,#N/A
397,17031380700,163,45495,#N/A,21.10533699,3.757577644,0.345170455,0.519450801,387.58,#N/A,#N/A
398,17031381200,462,87250,36.5,37.96260196,1.153812543,0.386717733,0.110031968,200.495,6.333018868,901.5377358
399,17031381400,497,26321,37.6,20.26724393,1.252326548,0.164164732,0.141823444,218.6,6.006024096,875.8795181
401,17031381800,206,44286,49,15.89971407,1.519730443,0.3490701,0.188369102,165.63,6.722727273,886.2727273
402,17031381900,95,54308,37,29.82925978,23.84184199,0.279648609,2.056251984,194.465,7.117547492,953.0279792
403,17031390100,356,104563,30.4,21.30385278,3.419471911,0.457746479,0.380090498,425.14,8.10419708,1018.040146
404,17031390200,193,102031,37.7,23.51112533,1.463320175,0.7,0.125422298,460.005,6.092647059,891.2867647
405,17031390300,973,24405,34.9,45.04625622,2.764792298,0.228082665,0.150069641,223.295,6.772681091,923.2351621
406,17031390400,652,68750,46.9,32.6419916,1.964561504,0.740121581,0.105707096,272.915,7.195692308,988.8923077
407,17031390500,56,82333,39.7,18.54660431,0.694257915,0.344938528,0.07436919,343.33,6.685054348,971.5271739
408,17031390600,227,121250,37.3,25.26903849,1.459157056,0.186635945,0.126112751,327.9,6.74327957,972.4408602
409,17031390700,1837,117125,45.7,79.20001088,2.961358724,0.600760456,0.099729368,242.7466667,5.11,838.95
410,17031400300,417,34500,35.6,12.59739426,1.645217778,0.138263666,0.281045752,237.38,8.484375,1113.075
411,17031400400,414,35881,34.9,28.12632711,0.558762523,0.531202435,0.060220843,252.13,10.28,1360.48
412,17031400500,841,22419,29.8,22.52447508,0.488531736,0.479087452,0.050510077,325.22,6.094817073,956.1402439
413,17031400800,1033,23134,30,22.11503462,2.014922159,0.322071249,0.187470487,202.505,6.15666982,943.8514664
414,17031410100,1178,101289,30.6,60.16492979,6.48877398,0.433333333,0.236971345,184.405,7.952197802,993.3406593
415,17031410200,53,78417,26.4,99.00896335,0.936402554,0.3798627,0.022288262,111.31,8.499658703,1028.095563
416,17031410500,439,128307,27.5,37.99584124,3.158979942,0.445289297,0.139832793,211.225,8.65,1081.7
417,17031410600,79,83125,26.4,45.46088641,15.2344176,0.342981187,0.850615922,219.275,6.979782401,936.9035748
418,17031410700,911,100927,27.9,39.19759943,8.01214694,0.318181818,0.414563107,331.26,7.551785714,1082.232143
419,17031410800,3130,77788,31.9,50.17023593,22.44163042,0,0.859679835,222.63,6.871111111,994.9111111
420,17031410900,677,115179,35.9,48.85814839,7.697685868,0.365324331,0.290425225,88.51333333,7.457142857,1060.795918
421,17031411000,1000,103438,41.1,50.50628474,15.1681618,0.311235971,0.559833617,210.5566667,7.158823529,1039.921569
422,17031411100,54,188819,31.3,40.50337933,2.30668882,0.205128205,0.157271485,270.235,5.913105413,928.2136752
423,17031411200,37,200000,44.1,19.24099329,3.4260306,0.138356661,0.719423795,285.66,6.943438914,1008.778281
424,17031420100,156,24107,48.3,22.02552312,3.181295323,0.438292867,0.276821192,284.32,7.027659574,1038.3026
425,17031420200,123,41618,30.5,24.55259071,8.517047016,0.441899555,0.95709571,325.89,5.248979592,886.4217687
426,17031420300,152,51447,20.7,45.18820715,0.478793572,0.273572377,0.040166205,128.75,7.621052632,975.3684211
427,17031420400,139,27000,29.9,19.32056855,4.578171857,0.287160941,0.376933896,236.04,8.007919255,1120.164596
